ID,Name,Description,Type,Lat,Lon,URL,Region,State / Province,Provider,Provider Type,broken asset,Provider URL,Measurements
STS_X_376,Blanes Bay (Northw,Blanes Bay (Northwest Mediterranean),Ship-based Time Series,41.700000 :: 41.710000,2.800000 :: 2.810000,http://www.icm.csic.es/bio/projects/icmicrobis/bbmo/,"Mediterranean Sea, North Atlantic Ocean",Spain,BBMO,unassigned,,http://www.icm.csic.es/bio/projects/icmicrobis/bbmo/,"Ammonium Concentration, Chlorophyll, Nitrate, Nitrite Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Temperature"
FOTS_8,Bloody Bay Marine ,Bloody Bay Marine Park,Fixed Ocean Time Series,19.699,-80.06,https://reefresearch.org/what-we-do/research/data-long-term-monitoring/,"Caribbean Sea, North Atlantic Ocean",US,NOAA,unassigned,,https://reefresearch.org/what-we-do/research/data-long-term-monitoring/,"Air Temperature, Oxygen Concentration, pH, Salinity, Water Temperature, Wind Direction, Wind Speed"
M_95,Bodega Bay,Bodega Bay,Mooring,38.312,-123.083,http://boon.ucdavis.edu/,North Pacific Ocean,US,UC Davis,unassigned,,http://boon.ucdavis.edu/,"Chlorophyll, CO2 Water, Oxygen Concentration, pH, Salinity, Turbidity, Water Temperature"
FOTS_9,Bodega Head State ,"Bodega Head State Marine Reserve, CA",Fixed Ocean Time Series,38.32,-123.07,http://omegas.science.oregonstate.edu/,North Pacific Ocean,US,UC Davis,unassigned,,http://omegas.science.oregonstate.edu/,"CO2 Water, pH"
M_94,Bodega Head State ,Bodega Head State Marine Reserve,Mooring,38.3,-123.067,http://omegas.science.oregonstate.edu/,North Pacific Ocean,US,UC Davis,unassigned,,http://omegas.science.oregonstate.edu/,"CO2 Water, pH"
STS_X_280,Boknis Eck Time-se,Boknis Eck Time-series Station,Ship-based Time Series,54.529400 :: 54.539400,10.042000 :: 10.052000,www.bokniseck.de,"Baltic Sea, North Atlantic Ocean",Germany,NA,unassigned,,www.bokniseck.de,"Alkalinity (total), CO2 Water, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_606,Bonavista Bay,Bonavista Bay,Ship-based Time Series,48.733 :: 50.177,-52.967 :: -48.472,,"Labrador Sea, North Atlantic Ocean",Canada,DFO,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Turbidity, Water Temperature"
STS_X_296,Booth Bay - Maine,Booth Bay - Maine,Ship-based Time Series,43.800000 :: 43.810000,-69.600000 :: -69.590000,,"Northwest Atlantic Shelf, North Atlantic Ocean",Canada,NA,unassigned,,,"Bacteria, Chlorophyll, Cyanobacteria, Phytoplankton, Salinity, Water Depth, Water Temperature"
STS_X_286,Bornholm Basin,Bornholm Basin,Ship-based Time Series,55.250000 :: 55.260000,16.000000 :: 16.010000,https://www.st.nmfs.noaa.gov/copepod/time-series/pl-30102/,"Baltic Sea, North Atlantic Ocean",Poland,NA,unassigned,,https://www.st.nmfs.noaa.gov/copepod/time-series/pl-30102/,"Ammonium Concentration, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_X_275,Bothnian Bay Regio,Bothnian Bay Region: F2+Bo3,Ship-based Time Series,64.700000 :: 64.710000,22.700000 :: 22.710000,https://www.st.nmfs.noaa.gov/copepod/time-series/fi-30101/,"Gulf of Bothnia, North Atlantic Ocean",Finland,NA,unassigned,,https://www.st.nmfs.noaa.gov/copepod/time-series/fi-30101/,"Ammonium Concentration, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_X_276,Bothnian Sea Regio,Bothnian Sea Region: US5b+SR5+F64,Ship-based Time Series,61.700000 :: 61.710000,19.500000 :: 19.510000,https://www.st.nmfs.noaa.gov/copepod/time-series/fi-30102/,"Gulf of Bothnia, North Atlantic Ocean",Finland,NA,unassigned,,https://www.st.nmfs.noaa.gov/copepod/time-series/fi-30102/,"Ammonium Concentration, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
FOTS_628,BrOA #1,BrOA #1,Fixed Ocean Time Series,-32.0257,-52.1059,https://www.broa.furg.br,"Patos Lagoon Estuary, South Atlantic Ocean",Brazil,FURG,unassigned,,https://www.broa.furg.br,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
FOTS_629,BrOA #2,BrOA #2,Fixed Ocean Time Series,-32.1135,-52.1027,https://www.broa.furg.br,"Patos Lagoon Estuary, South Atlantic Ocean",Brazil,FURG,unassigned,,https://www.broa.furg.br,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_X_297,Brandy Cove (Bay o,Brandy Cove (Bay of Fundy),Ship-based Time Series,45.100000 :: 45.110000,-67.100000 :: -67.090000,https://www.st.nmfs.noaa.gov/copepod/time-series/ca-50501-001/,"Bay of Fundy, North Atlantic Ocean",Canada,NA,unassigned,,https://www.st.nmfs.noaa.gov/copepod/time-series/ca-50501-001/,"Ammonium Concentration, Chlorophyll, Nitrate, Nitrite Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
M_96,British Antarctic ,British Antarctic Survey,Mooring,-55.2,-41.1164,,South Atlantic Ocean,UK,NERC,unassigned,,,"Oxygen Concentration, pH, Water Temperature"
M_97,British Antarctic ,British Antarctic Survey,Mooring,-52.7164,-48.1331,,South Atlantic Ocean,UK,NERC,unassigned,,,"Oxygen Concentration, pH, Water Temperature"
M_98,C1 - Gulf of Tries,C1 - Gulf of Trieste,Mooring,45.6992,13.7165,,"Adriatic Sea, North Atlantic Ocean",Italy,OGS,unassigned,,,"Chlorophyll, CO2 Water, Oxygen Concentration, pH, Salinity, Turbidity, Water Temperature"
STS_X_336,CARIACO,CARIACO,Ship-based Time Series,10.500000 :: 10.510000,-64.700000 :: -64.690000,,"Caribbean Sea, North Atlantic Ocean",Venezuela,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Particulate Organic Phosphorus, pH, Phosphate Concentration, Phytoplankton, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_207,CATARINA Cruise,CATARINA Cruise,Ship-based Time Series,40.3323 :: 59.913,-43.074 :: -9.4593,http://catarina.iim.csic.es/,North Atlantic Ocean,Spain,CSIC-IIM,unassigned,,http://catarina.iim.csic.es/,"Alkalinity (total), CO2 Water, Current Speed, Nitrite Concentration, Oxygen Concentration, pH, Phytoplankton, Salinity"
OOI_CE02SHBP,CE02SHBP: Oregon S,CE02SHBP: Oregon Shelf Cabled Benthic Experiment Package ,Seabed Cabled Platform,44.6371,-124.306,https://oceanobservatories.org/site/ce02shbp/,"Northeast Pacific, North Pacific Ocean",US,OOI,Academic,,http://oceanobservatories.org,"CO2 Water, Conductivity, Oxygen Concentration, pH, Pressure, Salinity, Water Density, Water Temperature"
OOI_CE04OSBP,CE04OSBP: Oregon O,CE04OSBP: Oregon Offshore Cabled Benthic Experiment Package,Seabed Cabled Platform,44.3695,-124.954,https://oceanobservatories.org/site/CE04OSBP/,"Northeast Pacific, North Pacific Ocean",US,OOI,Academic,,http://oceanobservatories.org,"CO2 Water, Conductivity, Oxygen Concentration, pH, Pressure, Salinity, Water Density, Water Temperature"
M_662,CE04OSPS: Oregon O,CE04OSPS: Oregon Offshore Cabled Shallow Profiler Mooring,Mooring,44.3741,-124.956,https://oceanobservatories.org/site/ce04osps/,"Northeast Pacific, North Pacific Ocean",US,OOI,unassigned,,https://oceanobservatories.org/site/ce04osps/,"Chlorophyll, CO2 Water, Current Speed, Nitrate, Oxygen Concentration, pH, Salinity, Water Temperature"
CEAZA_Tongoy,CEAZA Tongoy,Tongoy Balsa CMET,Mooring,-30.275,-71.5619,http://www.ceazamet.cl/index.php?pag=mod_estacion&e_cod=BTG,"Tongoy, South Pacific Ocean",Chile,CEAZA,Academic,,http://www.ceaza.cl,"Chlorophyll, Oxygen Concentration, Oxygen Percent Sat., pH, Salinity, Turbidity, Water Temperature"
FOTS_633,CHIS,CHIS,Fixed Ocean Time Series,34.0532,-119.5596,https://www.nps.gov/chis/index.htm,"Channel Islands, North Pacific Ocean",US,NPS,unassigned,,https://www.nps.gov/chis/index.htm,"Oxygen Concentration, pH, Salinity, Water Temperature"
FOTS_17,CNRS,CNRS,Fixed Ocean Time Series,43.8527,-7.3167,http://www.obs-vlfr.fr/,"Bay of Biscay, North Atlantic Ocean",France,CNRS,unassigned,,http://www.obs-vlfr.fr/,
STS_X_455,COPAS,COPAS,Ship-based Time Series,-36.500000 :: -36.490000,-73.100000 :: -73.090000,,South Pacific Ocean,Chile,NA,unassigned,,,"Ammonium Concentration, Bacteria, Chlorophyll, Cyanobacteria, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Particulate Organic Phosphorus, Phosphate Concentration, Phytoplankton, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
M_568,CP01CNSM: Coastal ,CP01CNSM: Coastal Pioneer Central Surface Mooring,Mooring,40.1334,-70.7785,http://oceanobservatories.org/site/cp01cnsm/,North Atlantic Ocean,US,OOI,unassigned,,http://oceanobservatories.org/site/cp01cnsm/,"CO2 Air, CO2 Water, pH, Salinity, Water Temperature"
M_569,CP03ISSM: Coastal ,CP03ISSM: Coastal Pioneer Inshore Surface Mooring,Mooring,40.3619,-70.8783,http://oceanobservatories.org/site/cp03issm/,North Atlantic Ocean,US,OOI,unassigned,,http://oceanobservatories.org/site/cp03issm/,"CO2 Air, CO2 Water, pH, Salinity, Water Temperature"
M_570,CP04OSSM: Coastal ,CP04OSSM: Coastal Pioneer Offshore Surface Mooring,Mooring,39.9371,-70.887,http://oceanobservatories.org/site/cp04ossm/,North Atlantic Ocean,US,OOI,unassigned,,http://oceanobservatories.org/site/cp04ossm/,"CO2 Air, CO2 Water, pH, Salinity, Water Temperature"
CR2_ItataPOSAR,CR2 ItataPOSAR,Boya POSAR Itata,Mooring,-36.4,-72.9,http://www.cr2.cl/posar/,"Bio Bio, South Pacific Ocean, South Pacific Ocean",Chile,CR2,Academic,,http://www.cr2.cl,"Chlorophyll, CO2 Water, Colored DOM, Nitrate, Oxygen Concentration, pH, Pressure, Salinity, Turbidity, Water Temperature"
M_99,"Cabo Pulmo, MX","Cabo Pulmo, MX",Mooring,23.486,-109.405,http://www.uabc.mx,"Gulf of California, North Pacific Ocean",Mexico,UABC,unassigned,,http://www.uabc.mx,"Chlorophyll, CO2 Water, Current Speed, pH, Salinity, Turbidity, Water Temperature, Wind Speed"
FOTS_11,Caboolture River E,Caboolture River Estuary,Fixed Ocean Time Series,-27.153,153.044,http://www.scu.edu.au/coastal-biogeochemistry/,South Pacific Ocean,,NA,unassigned,,http://www.scu.edu.au/coastal-biogeochemistry/,"Alkalinity (total), CO2 Water, Dissolved Inorg. Carbon, pH, Salinity, Water Temperature"
FOTS_632,Cabrillo CABR,Cabrillo CABR,Fixed Ocean Time Series,32.6727,-117.2453,https://www.nps.gov/cabr/index.htm,"Southern California, North Pacific Ocean",US,NPS,unassigned,,https://www.nps.gov/cabr/index.htm,"Oxygen Concentration, pH, Salinity, Water Temperature"
STS_500,CalCOFI / CCE-LTER,CalCOFI / CCE-LTER,Ship-based Time Series,29.84637 :: 37.84743,-126.48559 :: -117.27357,http://calcofi.org/,"Southern and Central California, North Pacific Ocean, North Pacific Ocean",US,NOAA; SIO; CDFW,unassigned,,http://calcofi.org/,"Alkalinity (total), Ammonium Concentration, Bacteria, Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, pH, Phosphate Concentration, Phytoplankton, Primary production, Salinity, Silicate Concentration, Water Temperature, Zooplankton"
STS_205,CalCOFI Line 67,CalCOFI Line 67,Ship-based Time Series,35.95 :: 36.8,-123.84 :: -121.85,,North Pacific Ocean,US,MBARI,unassigned,,,"Chlorophyll, CO2 Water, Salinity, Water Temperature"
FOTS_12,Calfuco,Calfuco,Fixed Ocean Time Series,-39.77,-73.38,,South Pacific Ocean,Chile,UAC,unassigned,,,"Alkalinity (total), Chlorophyll, Nitrate, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
M_786,CanOA Morgan 1,CanOA Morgan 1,Mooring,27.9296,-15.3648,https://eacfe-quima.blogspot.com/p/canbio-canoa.html,"Canary Islands, NE Atlantic, North Atlantic Ocean",Spain,IOCAG-QUIMA,unassigned,,https://eacfe-quima.blogspot.com/p/canbio-canoa.html,"Chlorophyll, CO2 Water, Oxygen Concentration, pH, Salinity, Water Temperature"
STS_X_445,Candolim Time-Seri,Candolim Time-Series (CaTS),Ship-based Time Series,15.520000 :: 15.530000,73.630000 :: 73.640000,,"Arabian Sea, Indian Ocean",India,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Bacteria, Chlorophyll, Cyanobacteria, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Particulate Organic Phosphorus, pH, Phytoplankton, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
FOTS_13,"Cape Arago, OR","Cape Arago, OR",Fixed Ocean Time Series,43.31,-124.4,http://omegas.science.oregonstate.edu/,North Pacific Ocean,US,OSU,unassigned,,http://omegas.science.oregonstate.edu/,"CO2 Water, pH"
FOTS_14,"Cape Blanco, OR","Cape Blanco, OR",Fixed Ocean Time Series,42.84,-124.57,http://omegas.science.oregonstate.edu/,North Pacific Ocean,US,OSU,unassigned,,http://omegas.science.oregonstate.edu/,"CO2 Water, pH"
FOTS_15,"Cape Mendocino, CA","Cape Mendocino, CA",Fixed Ocean Time Series,40.34,-124.36,http://omegas.science.oregonstate.edu/,North Pacific Ocean,US,OSU,unassigned,,http://omegas.science.oregonstate.edu/,"CO2 Water, pH"
STS_X_349,Cape Verde Ocean O,Cape Verde Ocean Observatory - CVOO,Ship-based Time Series,17.600000 :: 17.610000,-24.300000 :: -24.290000,,"Eastern North Atlantic, North Atlantic Ocean",Germany,NA,unassigned,,,"Alkalinity (total), Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Particulate Organic Phosphorus, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
M_100,Cariaco,Cariaco,Mooring,10.5,-60.667,http://www.uabc.mx,North Atlantic Ocean,Mexico,UABC,unassigned,,http://www.uabc.mx,"Alkalinity (total), Ammonium Concentration, Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, pH, Phosphate Concentration, Phytoplankton, Primary production, Salinity, Silicate Concentration, Water Density, Water Temperature"
STS_X_16,Cariaco Shipboard ,Cariaco Shipboard Time Series,Ship-based Time Series,10.400000 :: 10.410000,-64.667000 :: -64.657000,http://www.imars.usf.edu/CAR/,"Caribbean Sea, North Atlantic Ocean",Venezuela,FLSCN,unassigned,,http://www.imars.usf.edu/CAR/,"Alkalinity (total), pH"
M_101,Cartagena,Cartagena,Mooring,10.376,-76.009,http://www.uabc.mx,"Caribbean Sea, North Atlantic Ocean",Mexico,UABC,unassigned,,http://www.uabc.mx,"Ammonium Concentration, Chlorophyll, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Phytoplankton, Salinity, Turbidity, Water Temperature, Zooplankton"
STS_X_321,Cartagena,Cartagena,Ship-based Time Series,10.400000 :: 10.410000,-76.000000 :: -75.990000,,"Caribbean Sea, North Atlantic Ocean",Colombia,NA,unassigned,,,"Ammonium Concentration, Chlorophyll, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
OP_385,Cascais Bay,Cascais Bay,Other Platform,38.6667,-9.4367,,North Atlantic Ocean,Portugal,NA,unassigned,,,Zooplankton
M_104,Celtic Deep SmartB,Celtic Deep SmartBuoy,Mooring,51.25,-6.08,https://www.cefas.co.uk/cefas-data-hub/dois/shelf-sea-biogeochemistry-celtic-deep-2-smartbuoy/,"Celtic Sea, North Atlantic Ocean",UK,Cefas,unassigned,,https://www.cefas.co.uk/cefas-data-hub/dois/shelf-sea-biogeochemistry-celtic-deep-2-smartbuoy/,"Chlorophyll, Oxygen Concentration, Salinity, Turbidity, Water Temperature"
STS_X_298,Central Scotian Sh,Central Scotian Shelf (Halifax Line),Ship-based Time Series,43.500000 :: 43.510000,-62.500000 :: -62.490000,http://www.bio.gc.ca/index-en.php,"Northwest Atlantic Shelf, North Atlantic Ocean",Canada,BIO,unassigned,,http://www.bio.gc.ca/index-en.php,"Ammonium Concentration, Bacteria, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Particulate Organic Phosphorus, Phosphate Concentration, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
OP_453,Chango,Chango,Other Platform,-29.95,-71.4,,South Pacific Ocean,Chile,NA,unassigned,,,
M_105,Changos,Changos,Mooring,-29.95,-71.4,http://www.uabc.mx,South Pacific Ocean,Mexico,UABC,unassigned,,http://www.uabc.mx,
M_186,Chesapeake Bay,Chesapeake Bay,Mooring,36.98,-76.04,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,North Atlantic Ocean,US,"NOAA, PMEL",unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,"Chlorophyll, CO2 Air, CO2 Water, Oxygen Concentration, pH, Turbidity, Water Temperature"
STS_X_446,Coastal Bay of Ben,Coastal Bay of Bengal (Vizag),Ship-based Time Series,17.540000 :: 17.550000,83.520000 :: 83.530000,,"Bay of Bengal, Indian Ocean",India,NA,unassigned,,,"Ammonium Concentration, Chlorophyll, Nitrate, Nitrite Concentration, Oxygen Concentration, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
M_109,Colombia-Tumaco,Colombia-Tumaco,Mooring,2,-78.89,http://www.uabc.mx,North Pacific Ocean,Mexico,UABC,unassigned,,http://www.uabc.mx,
STS_X_454,Concepcion (Zoo),Concepcion (Zoo),Ship-based Time Series,-36.500000 :: -36.490000,-73.000000 :: -72.990000,,"Chile, South Pacific Ocean",Chile,NA,unassigned,,,Zooplankton
OP_110,Concepcion,Concepcion,Other Platform,-36.52,-73.13,http://www.uabc.mx,South Pacific Ocean,Mexico,UABC,unassigned,,http://www.uabc.mx,
M_111,Corsica Channel,Corsica Channel,Mooring,43.025,9.6833,http://www.ismar.cnr.it/infrastructures/observational-sites/catene-correntometriche/il-canale-di-corsica,"Tyrrhenian Sea, North Atlantic Ocean",Italy,ISMAR,unassigned,,http://www.ismar.cnr.it/infrastructures/observational-sites/catene-correntometriche/il-canale-di-corsica,"CO2 Water, Oxygen Concentration, Salinity, Water Temperature"
STS_X_360,Cypris Station - I,Cypris Station - Isle of Man (Irish Sea),Ship-based Time Series,54.100000 :: 54.110000,-4.800000 :: -4.790000,,"Irish Sea and St. George's Channel, North Atlantic Ocean",Isle of Man,NA,unassigned,,,"Ammonium Concentration, Chlorophyll, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature"
OP_290,DNAMAP (1 of 20+ s,DNAMAP (1 of 20+ sites),Other Platform,55.2025,8.201,,"North Sea, North Atlantic Ocean",Denmark,NA,unassigned,,,Phytoplankton
OP_291,DNAMAP (1 of 20+ s,DNAMAP (1 of 20+ sites),Other Platform,55.296,12.254,,North Atlantic Ocean,Denmark,NA,unassigned,,,Phytoplankton
M_365,DYFAMED (Ligurian ,DYFAMED (Ligurian Sea),Mooring,43.42,7.87,http://www.moose-network.fr,"Mediterranean Sea - Western Basin, North Atlantic Ocean",France,CNRS,unassigned,,http://www.moose-network.fr,"Alkalinity (total), Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature, Zooplankton"
FOTS_18,Davies Reef,Davies Reef,Fixed Ocean Time Series,-18.83,147.63,http://aims.gov.au/,"Coral Sea, South Pacific Ocean",Australia,AIMS,unassigned,,http://aims.gov.au/,"Alkalinity (total), Dissolved Inorg. Carbon"
STS_208,Davis Strait,Davis Strait,Ship-based Time Series,66.65 :: 67.31,-61.26 :: -53.95,http://www.apl.washington.edu/,"Davis Strait, North Atlantic Ocean",Canada; US,DFO,unassigned,,http://www.apl.washington.edu/,"Alkalinity (total), Ammonium Concentration, CO2 Water, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_X_299,Davis Strait,Davis Strait,Ship-based Time Series,67.250000 :: 67.260000,-60.900000 :: -60.890000,,"Davis Strait, North Atlantic Ocean",Canada,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_X_300,Deadmans Harbour (,Deadmans Harbour (Bay of Fundy),Ship-based Time Series,45.000000 :: 45.010000,-66.800000 :: -66.790000,,"Bay of Fundy, North Atlantic Ocean",Canada,NA,unassigned,,,"Ammonium Concentration, Chlorophyll, Nitrate, Nitrite Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
FOTS_19,Dobu,Dobu,Fixed Ocean Time Series,-9.7368,150.8672,http://aims.gov.au/,"Solomon Sea, South Pacific Ocean",Australia,AIMS,unassigned,,http://aims.gov.au/,"Alkalinity (total), pH, Salinity, Water Temperature"
M_115,Dowsing SmartBuoy,Dowsing SmartBuoy,Mooring,53.531,1.053,http://wavenet.cefas.co.uk/Smartbuoy/Map,"North Sea, North Atlantic Ocean",UK,Cefas,unassigned,,http://wavenet.cefas.co.uk/Smartbuoy/Map,"Chlorophyll, Conductivity, Nitrate, Phytoplankton, Silicate Concentration, Water Temperature"
FOTS_20,Dry Tortugas,Dry Tortugas,Fixed Ocean Time Series,24.617,-81.1,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,North Atlantic Ocean,US,NOAA,unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,
FOTS_21,Duke Marine Lab,Duke Marine Lab,Fixed Ocean Time Series,34.718,-76.6707,http://oceanography.ml.duke.edu/johnson/,North Atlantic Ocean,US,Duke,unassigned,,http://oceanography.ml.duke.edu/johnson/,"Alkalinity (total), Ammonium Concentration, Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Turbidity, Water Temperature"
FOTS_796,E1,E1,Fixed Ocean Time Series,50.003,-4.37,https://www.westernchannelobservatory.org.uk/data.php,"English Channel, North Atlantic Ocean",UK,PML,unassigned,,https://www.westernchannelobservatory.org.uk/data.php,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Salinity, Silicate Concentration, Turbidity, Water Temperature"
M_116,E1,E1,Mooring,50.003,-4.37,https://www.westernchannelobservatory.org.uk/buoys.php,"English Channel, North Atlantic Ocean",UK,PML,unassigned,,https://www.westernchannelobservatory.org.uk/buoys.php,"Chlorophyll, Colored DOM, Nitrate, Oxygen Concentration, Salinity, Turbidity, Water Temperature"
STS_209,EEL (Extended Elle,EEL (Extended Ellett Line),Ship-based Time Series,56.667 :: 63.292,-20.0 :: -6.133,http://www.noc.soton.ac.uk/obe/PROJECTS/EEL/index.php,North Atlantic Ocean,UK,NOC,unassigned,,http://www.noc.soton.ac.uk/obe/PROJECTS/EEL/index.php,"Alkalinity (total), Dissolved Inorg. Carbon"
M_117,EGI,EGI,Mooring,-43.333,-65.033,http://www.uabc.mx,South Atlantic Ocean,Mexico,UABC,unassigned,,http://www.uabc.mx,"Chlorophyll, Conductivity, pH, Phytoplankton, Solar Radiation, Water Temperature, Zooplankton"
STS_X_119,EPEA,EPEA,Ship-based Time Series,-38.460000 :: -38.450000,-57.680000 :: -57.670000,https://www.inidep.edu.ar/,"Argentina, South Atlantic Ocean, South Atlantic Ocean",Argentina,Instituto Nacional de Investigación y Desarrollo Pesquero,unassigned,,https://www.inidep.edu.ar/,"Alkalinity (total), Chlorophyll, CO2 Water, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_X_388,ESTOC,ESTOC,Ship-based Time Series,29.200000 :: 29.210000,-15.500000 :: -15.490000,http://www.fixo3.eu/observatory/estoc/,North Atlantic Ocean,Spain,NA,unassigned,,http://www.fixo3.eu/observatory/estoc/,"Alkalinity (total), Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Depth, Water Temperature"
STS_X_355,East Coast Ireland,East Coast Ireland (Ireland),Ship-based Time Series,52.800000 :: 52.810000,-6.100000 :: -6.090000,,"Irish Sea and St. George's Channel, North Atlantic Ocean",Ireland,NA,unassigned,,,"Chlorophyll, Phytoplankton"
OP_492,East Sea Observato,East Sea Observatory,Other Platform,36.96,130.6,,"Japan Sea, North Pacific Ocean",Korea,NA,unassigned,,,Zooplankton
STS_X_281,Eastern Gotland Ba,Eastern Gotland Basin,Ship-based Time Series,56.400000 :: 56.410000,19.200000 :: 19.210000,,"Baltic Sea, North Atlantic Ocean",Germany,NA,unassigned,,,"Ammonium Concentration, Bacteria, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
